PL NO.,COMPANY,COMMODITY,STATUS,EXPIRY DATE,AREA,MINERAL RIGHT,AREA ORIG
PL056/2014,Henan Yukuang Mining Company (Pty) Ltd,"Base, Precious & PGMs",Original,20171231,347.00,Metals,347.00
PL047/2014,Henan Yukuang Mining Company (Pty) Ltd,"Base, Precious & PGMs",Original,20171231,399.00,Metals,399.00
PL054/2014,Henan Yukuang Mining Company (Pty) Ltd,"Base, Precious & PGMs",Original,20171231,402.80,Metals,402.80
PL050/2014,Henan Yukuang Mining Company (Pty) Ltd,"Base, Precious & PGMs",Original,20171231,405.20,Metals,405.20
PL044/2014,Henan Yukuang Mining Company (Pty) Ltd,"Base, Precious & PGMs",Original,20171231,437.00,Metals,437.00
PL049/2014,Henan Yukuang Mining Company (Pty) Ltd,"Base, Precious & PGMs",Original,20171231,441.50,Metals,441.50
PL046/2014,Henan Yukuang Mining Company (Pty) Ltd,"Base, Precious & PGMs",Original,20171231,455.40,Metals,455.40
PL055/2014,Henan Yukuang Mining Company (Pty) Ltd,"Base, Precious 8i PGMs",Original,20171231,470.00,Metals,470.00
PL051/2014,Henan Yukuang Mining Company (Pty) Ltd,"Base, Precious & PGMs",Original,20171231,472.60,Metals,472.60
PL045/2014,Henan Yukuang Mining Company (Pty) Ltd,"Base, Precious & PGMs",Original,20171231,507.00,Metals,507.00
PL041/2014,Henan Yukuang Mining Company (Pty) Ltd,"Base, Precious & PGMs",Original,20171231,541.20,Metals,541.20
PL052/2014,Henan Yukuang Mining Company (Pty) Ltd,"Base, Precious & PGMs",Original,20171231,543.30,Metals,543.30
PL057/2014,Henan Yukuang Mining Company (Pty) Ltd,"Base, Precious & PGMs",Original,20171231,597.70,Metals,597.70
PL053/2014,Henan Yukuang Mining Company (Pty) Ltd,"Base, Precious & PGMs",Original,20171231,618.00,Metals,618.00
PL043/2014,Henan Yukuang Mining Company (Pty) Ltd,"Base, Precious & PGMs",Original,20171231,638.90,Metals,638.90
PL048/2014,Henan Yukuang Mining Company (Pty) Ltd,"Base, Precious & PGMs",Original,20171231,643.40,Metals,643.40
PL058/2014,Henan Yukuang Mining Company (Pty) Ltd,"Base, Precious & PGMs",Original,20171231,656.20,Metals,656.20
PL016/2014,Impact Minerals (Pty) Ltd,"Base, Precious & PGMs",Original,20171231,685.40,Metals,685.40
PL042/2014,Henan Yukuang Mining Company (Pty) Ltd,"Base, Precious & PGMs",Original,20171231,696.60,Metals,696.60
PL017/2014,Impact Minerals (Pty) Ltd,"Base, Precious & PGMs",Original,20171231,"1,000.00",Metals,"1,000.00"
PL424/2014,Majuthomi Mineral Resources (Pty) Ltd,"Base, Precious & PGMs",New Application,20170930,163.70,Metals,163.70
PL473/2014,Rio Tinto Mining and Exploration,Base Metal,Original,20170930,218.00,Metal,218.00
PL426/2014,Majuthomi Mineral Resources (Pty) Ltd,"Base, Precious & PGMs",New Application,20170930,238.00,Metals,238.00
PL425/2014,Majuthomi Mineral Resources (Pty) Ltd,"Base, Precious & PGMs",New Application,20170930,286.00,Metals,286.00
PL365/2014,AQB Geological Systems and Services (Pty) Ltd,Precious Stones,New,20170930,291.80,,291.80
PL348/2014,Jacana Resources (Pty) Ltd,Radioactive,Original,20170930,394.00,Radioactive Minerals,394.00
PL317/2014,Line Energy LTD,Coal and Coalbed Methane,Original,20170930,485.00,Energy,485.00
PL347/2014,Jacana Resources (Pty) Ltd,Radioactive,Original,20170930,744.00,Radioactive Minerals,744.00
PL428/2014,CGC Botswana,Base Metal,Original,20170930,767.90,Metals,767.90
PL350/2014,Syrah Resources (Pty) Ltd,Radioactive Minerals,Original,20170930,847.00,Radioactive Minerals,847.00
PL349/2014,Syrah Resources (Pty) Ltd,Radioactive Minerals,Original,20170930,864.00,Radioactive Minerals,864.00
PL315/2014,Line Energy LTD,Coal and Coalbed Methane,Original,20170930,923.00,Energy,923.00
PL316/2014,Line Energy LTD,Coal and Coalbed Methane,Original,20170930,923.00,Energy,923.00
PL318/2014,Line Energy LTD,Coal and Coalbed Methane,Original,20170930,986.00,Energy,986.00
PL308/2014,Sechaba Natural Resources (Pty) Ltd,Coal,Original,20170930,989.30,Energy,989.30
PL293/2014,Tilwane Services (Pty) Ltd,Precious Stones,Original,20170630,22.40,,22.40
PL411/2014,AQB Geologging Systems and Services (Pty) Ltd,"Base, Precious & PGMs",Original,20170630,96.90,Metals,96.90
PL279/2014,Azimuh Investment (Pty) Ltd,Base Metal,Original,20170630,103.90,Metals,103.90
PL410/2014,AQB Geologging Systems and Services (Pty) Ltd,"Base, Precious & PGMs",Original,20170630,106.70,Metals,106.70
PL280/2014,MOD Resources Botswana (PTY) Ltd,Base Metal,Original,20170630,116.00,Metals,116.00
PL248/2014,Kavango Minerals(PTY)Ltd,Base Metal,Original,20170630,192.00,Metal,192.00
PL302/2014,Kavango Minerals(PTY)Ltd,Base Metal,New,20170630,230.00,Metals,230.00
PL282/2014,Capitaviting Ventures,Base Metal,Original,20170630,303.80,Metal,303.80
PL284/2014,Capitaviting Ventures,Base Metal,Original,20170630,363.70,Metal,363.70
PL01/07/2014,Greatways Properties (Pty) Ltd,Coal and Coalbed Methane,Original,20170630,415.00,Energy,415.00
PL414/2014,AQB Geologging Systems and Services (Pty) Ltd,"Base, Precious & PGMs",New Application,20170630,538.10,Metals,538.10
PL356/2014,Greatways Properties (Pty) Ltd,Coal and Coalbed Methane,Original,20170630,542.00,Energy,542.00
PL283/2014,Matsitama Minerals (PTY) Ltd,Base Metal,Original,20170630,554.80,Metals,554.80
PL267/2014,Capitaviting Ventures,Base Metal,Origional,20170630,620.00,Metals,620.00
PL285/2014,Capitaviting Ventures,Base Metals,Original,20170630,621.50,Metal,621.50
PL268/2014,Capitaviting Ventures,Base Metal,Origional,20170630,647.00,Metals,647.00
PL274/2014,Capitaviting Ventures,Base Metal,Origional,20170630,667.70,Metals,667.70
PL281/2014,Capitaviting Ventures,Base Metals,Original,20170630,684.70,Metals,684.70
PL261/2014,Capitaviting Ventures,Base Metals,Original,20170630,748.00,Metals,748.00
PL234/2014,Tlou Energy Solutions (Pty) Ltd,Coal & Coalbed Methane,Original,20170630,827.00,Energy,827.00
PL415/2014,AQB Geologging Systems and Services (Pty) Ltd,"Base, Precious & PGMs",New Application,20170630,837.20,Metals,837.20
PL241/2014,Tlou Energy Solutions (Pty) Ltd,Coal & Coalbed Methane,Original,20170630,873.00,Energy,873.00
PL240/2014,Tlou Energy Solutions (Pty) Ltd,Coal & Coalbed Methane,Original,20170630,885.00,Energy,885.00
PL200/2014,Quardron Investments (Pty) Ltd,Precious Stones,Original,20170630,923.00,,923.00
PL237/2014,Tlou Energy Solutions (Pty) Ltd,Coal & Coalbed Methane,Original,20170630,958.00,Energy,958.00
PL239/2014,Tlou Energy Solutions (Pty) Ltd,Coal & Coalbed Methane,Original,20170630,964.00,Energy,964.00
PL269/2014,Capitaviting Ventures,Base Metal,Origional,20170630,966.00,Metals,966.00
PL270/2014,Manica Mineraks Limited,Precious Stones,Original,20170630,"1,000.00",,"1,000.00"
PL272/2014,Manica Mineraks Limited,Precious Stones,Original,20170630,"1,000.00",,"1,000.00"
PL273/2014,Manica Mineraks Limited,Precious Stones,Original,20170630,"1,000.00",,"1,000.00"
PL277/2013,Manica Mineraks Limited,Precious Stones,Original,20170331,20.40,,20.40
PL204/2014,MOD Resources Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20170331,70.80,Metals,70.80
PL203/2014,MOD Resources Botswana (Pty) Ltd,"Base, Precious 8t PGMs",Original,20170331,77.70,Metals,77.70
PL207/2014,Atlas Minerals Botswana (Pty) Ltd,Precious Stones,Original,20170331,81.10,,81.10
PL177/2017,Armada Minerals (Pty) Ltd,Precious Stones,Original,20170331,86.00,,86.00
PL187/2014,Petra Diamonds Botswana (Pty) Ltd,Precious Stones,Original,20170331,86.00,,86.00
PL209/2014,Atlas Minerals Botswana (Pty) Ltd,Precious Stones,Original,20170331,106.00,,106.00
PL214/2014,Bao Ruen Mining Prospecting Development (Pty) Ltd,"Base, Precious & PGMs",Original,20170331,138.20,Metals,138.20
PL213/2014,Bao Ruen Mining Prospecting Development (Pty) Ltd,"Base, Precious & PGMs",Original,20170331,151.10,Metals,151.10
PL210/2014,Atlas Minerals Botswana (Pty) Ltd,Precious Stones,Original,20170331,177.00,,177.00
PL188/2014,Petra Diamonds Botswana (Pty) Ltd,Precious Stones,Original,20170331,190.00,,190.00
PL189/2014,Petra Diamonds Botswana (Pty) Ltd,Precious Stones,Original,20170331,190.00,,190.00
PL120/2014,Assimilated Investments (Pty) Lte,"Base, Precious & PGMs",Original,20170331,199.00,Metals,199.00
PL216/2014,Rio Tinto Mining and Exploration Limited,"Base, Precious & PGMs",Original,20170331,275.30,Metals,275.30
PL212/2014,Bao Ruen Mining Prospecting Development (Pty) Ltd,"Base, Precious & PGMs",Original,20170331,297.70,Metals,297.70
PL206/2014,Atlas Minerals Botswana (Pty) Ltd,Precious Stones,Original,20170331,337.00,,337.00
PL166/2014,Armada Minerals Limited,Precious Stones,Original,20170331,369.00,,369.00
PL012/2014,A-Cap Resources Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20170331,400.60,Metals,400.60
PL013/2014,A-Cap Resources Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20170331,468.70,Metals,468.70
PL215/2014,Rio Tinto Mining and Exploration Limited,"Base, Precious 8t PGMs",Original,20170331,516.00,Metals,516.00
PL198/2014,CGC Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20170331,531.40,Metals,531.40
PL178/2017,Armada Minerals (Pty) Ltd,Precious Stones,Original,20170331,539.30,,539.30
PL202/2014,De Beers Holdings Botswana (Pty) Ltd,Precious Stones,Original,20170331,604.00,,604.00
PL014/2014,A-Cap Resources Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20170331,623.10,Metals,623.10
PL198/2014,CGC Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20170331,639.50,Metals,639.50
PL208/2014,Atlas Minerals Botswana (Pty) Ltd,Precious Stones,Original,20170331,656.40,,656.40
PL007/2014,A-Cap Resources Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20170331,666.50,Metals,666.50
PL004/2014,A-Cap Resources Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20170331,704.00,Metals,704.00
PL011/2014,A-Cap Resources Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20170331,743.40,Metals,743.40
PL015/2014,A-Cap Resources Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20170331,801.60,Metals,801.60
PL123/2014,Assimilated Investments (Pty) Lte,"Base, Precious & PGMs",new,20170331,850.00,Metals,850.00
PL003/2014,A-Cap Resources Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20170331,866.40,Metals,866.40
PL006/2014,A-Cap Resources Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20170331,890.50,Metals,890.50
PL005/2014,A-Cap Resources Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20170331,929.00,Metals,929.00
PL002/2014,A-Cap Resources Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20170331,972.00,Metals,972.00
PL009/2014,A-Cap Resources Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20170331,990.80,Metals,990.80
PL008/2014,A-Cap Resources Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20170331,998.50,Metals,998.50
PL201/2014,De Beers Holdings Botswana (Pty) Ltd,Precious Stones,Original,20170331,"1,000.00",,"1,000.00"
PL124/2014,Assimilated Investments (Pty) Lte,"Base, Precious & PGMs",new,20170331,,Metals,
PL122/2014,Assimilated Investments (Pty) Lte,"Base, Precious & PGMs",new,20170330,122.70,Metals,122.70
PL121/2014,Assimilated Investments (Pty) Lte,"Base, Precious & PGMs",Original,20170330,179.80,Metals,179.80
PL111/1994,African Metals (Pty) Ltd,"Base, Precious & PGMs",Extension,20161231,35.80,Metals,35.80
PL054/1998,African Metals (Pty) Ltd,Base & Precious Metals,Extension,20161231,79.40,Metals,79.40
PL034/2014,Diamond Bay Botswana (Pty) Ltd,Precious Stones,Original,20161231,139.00,,139.00
PL033/2014,Diamond Bay Botswana (Pty) Ltd,Precious Stones,Original,20161231,238.00,,238.00
PL035/2014,Nkosinathi Investments (Pty) Ltd,Precious Stones,Original,20161231,240.00,,240.00
PL099/2014,Bold Time Ventures (Pty) Ltd,Radioactive Minerals,Original,20161231,556.00,Radioactive Minerals,556.00
PL063/2014,GLR Investments (Pty)Ltd,Coal & Coalbed Methane,Original,20161231,757.00,Energy,757.00
PL098/2014,Bold Time Ventures (Pty) Ltd,Radioactive Minerals,Original,20161231,840.00,Radioactive Minerals,840.00
PL066/2014,GLR Investments (Pty)Ltd,Coal & Coalbed Methane,Original,20161231,858.00,Energy,858.00
PL062/2014,GLR Investments (Pty)Ltd,Coal & Coalbed Methane,Original,20161231,893.00,Energy,893.00
PL061/2014,GLR Investments (Pty)Ltd,Coal & Coalbed Methane,Original,20161231,898.00,Energy,898.00
PL064/2014,GLR Investments (Pty)Ltd,Coal & Coalbed Methane,Original,20161231,898.00,Energy,898.00
PL065/2014,GLR Investments (Pty)Ltd,Coal & Coalbed Methane,Original,20161231,898.00,Energy,898.00
PL265/2013,Tilwane Services (Pty) Ltd,Precious Stones,Original,20160930,21.30,,21.30
PL267/2013,Tilwane Services (Pty) Ltd,Precious Stones,Original,20160930,27.00,,27.00
PL266/2013,Tilwane Services (Pty) Ltd,Precious Stones,Original,20160930,31.00,,31.00
PL295/2014,Tilwane Services (Pty) Ltd,Precious Stones,Original,20160930,33.00,,33.00
PL294/2014,Tilwane Services (Pty) Ltd,Precious Stones,Original,20160930,61.00,,61.00
PL263/2013,Tilwane Services (Pty) Ltd,Precious Stones,Original,20160930,74.00,,74.00
PL242/2013,Bao Ruen Mining Prospecting Development(Pty) Ltd,Precious Stones,Original,20160930,82.20,,82.20
PL262/2013,Tilwane Services (Pty) Ltd,Precious Stones,New Application,20160930,108.10,,108.10
PL261/2013,Tilwane Services (Pty) Ltd,Precious Stones,Original,20160930,112.00,,112.00
PL269/2013,Tilwane Services (Pty) Ltd,Precious Stones,Original,20160930,113.30,,113.30
PL057/2007,Sekaka Diamonds (Pty) Ltd,Precious Stones,Second Renewal,20160930,119.00,,119.00
PL142/2007,Sekaka Diamonds (Pty) Ltd,Precious Stones,Second Renewal,20160930,133.00,,133.00
PL268/2013,Tilwane Services (Pty) Ltd,Precious Stones,Original,20160930,135.00,,135.00
PL274/2013,Final Frontier (Pty) Ltd,"Base, Precious 8t PGMs",Original,20160930,152.00,Metals,152.00
PL031/2010,Sekaka Diamonds (Pty) Ltd,Precious Stones,First Renewal,20160930,155.00,,155.00
PL243/2013,Bao Ruen Mining Prospecting Development(Pty) Ltd,Precious Stones,Original,20160930,161.10,,161.10
PL270/2013,Tilwane Services (Pty) Ltd,Precious Stones,Original,20160930,191.20,,191.20
PL110/2011,Mos World 08 (Pty) Ltd,"Base, Precious 8t PGMs",First Renewal,20160930,202.70,Metals,202.70
PL189/2008,Discovery Metals Limited,"Base, Precious 8t PGMs",Extension,20160930,210.70,Metals,210.70
PL204/2013,Bold Times Ventures (Pty) Ltd,"Base, Precious & PGMs",Original,20160930,220.00,Metals,220.00
PL167/2013,Atlas Minerals Botswana (Pty) Ltd,Precious Stones,Original,20160930,225.00,,225.00
PL202/2013,AQB Geological Systems and Services (Pty) Ltd,Precious Stones,Original,20160930,228.20,,228.20
PL166/2013,Atlas Minerals Botswana (Pty) Ltd,Precious Stones,Original,20160930,259.00,,259.00
PL2 64/2013,Tilwane Services (Pty) Ltd,Precious Stones,Original,20160930,364.40,,364.40
PL188/2008,Discovery Metals Limited,"Base, Precious 8t PGMs",Extension,20160930,395.00,Metals,395.00
PL176/2013,Vipco (Pty) Ltd,Precious Stones,Original,20160930,409.20,,409.20
PL203/2011,Kopje (Pty) Ltd,Precious Stones,Original,20160930,442.00,,442.00
PL058/2007,Sekaka Diamonds (Pty) Ltd,Precious Stones,Second Renewal,20160930,442.00,,442.00
PL178/2013,Vipco (Pty) Ltd,Precious Stones,Original,20160930,449.00,,449.00
PL186/2008,Discovery Nickel Limited,"Base, Precious 8t PGMs",Extension,20160930,557.00,Metals,557.00
PL191/2008,Discovery Metals Limited,"Base, Precious 8t PGMs",Extension,20160930,572.00,Metals,572.00
PL185/2013,Khomecau Copper Mining (Pty) Ltd,"Base, Precious Metals",Original,20160930,588.20,Metals,588.20
PL192/2008,Discovery Mines (Pty) Ltd,"Base, Precious 8t PGMs",Extension,20160930,604.50,Metals,604.50
PL175/2013,Vipco (Pty) Ltd,Precious Stones,Original,20160930,608.00,,608.00
PL177/2013,Vipco (Pty) Ltd,Precious Stones,Original,20160930,648.00,,648.00
PL187/2008,Discovery Nickel Limited,"Base, Precious 8t PGMs",Extention,20160930,648.80,Metals,648.80
PL260/2013,Tilwane Services (Pty) Ltd,Precious Stones,New Application,20160930,679.00,,679.00
PL190/2008,Discovery Metals Limited,"Base, Precious 8t PGMs",Extension,20160930,708.00,Metals,708.00
PL184/2013,SDNP Minerals & Energy (Pty) Ltd,Base 8t Precious metals,Original,20160930,832.60,Metals,832.60
PL275/2013,Telwise (Pty) Ltd,"Base, Precious & PGMs",Original,20160930,877.80,Metals,877.80
PL183/2013,SDNP Minerals & Energy (Pty) Ltd,Base 8t Precious metals,Original,20160930,951.10,Metals,951.10
PL205/2013,Rio Tinto Mining and Exploration Limited,Base Metals,Original,20160930,995.40,Metals,995.40
PL053/2010,Tati Nickel Mining Company (Pty) Ltd,"Base, Precious 8t PGMs",First Renewal,20160630,2.00,Metals,2.00
PL101/2011,The Northern Lights Exploration Company (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20160630,3.10,Metals,3.10
PL050/2010,Tati Nickel Mining Company (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20160630,4.00,Metals,4.00
PL076/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,15.00,,15.00
PL100/2011,Pangolin Gold (Pty) Ltd,Precious Stones,First Renewal,20160630,18.00,,18.00
PL068/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,21.00,,21.00
PL042/2011,Geocontracts Botswana (Pty) Ltd,Precious Stones,First Renewal,20160630,24.00,,24.00
PL288/2008,Triprop Holdings (Pty) Ltd,"Base, Precious & PGMs",Second Renewal,20160630,31.00,Metals,31.00
PL069/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,42.00,,42.00
PL180/2008,Messina Copper Botswana (Pty) Ltd,"Cu, Ni, Pb, Zn, Ag, Au",First Renewal,20160630,57.00,,57.00
PL060/2011,Matsitama Minerals Botswana (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20160630,62.40,Metals,62.40
PL093/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,63.00,,63.00
PL033/2005,Messina Copper Botswana (Pty) Ltd,"Base, Precious & PGMs",Second Renewal,20160630,75.00,Metals,75.00
PL136/2013,BCL Limited,"Base, Precious & PGMs",Original,20160630,80.40,Metals,80.40
PL067/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,83.00,,83.00
PL209/2010,Tati Nickel Mining Company (Pty) Ltd,"Base, Precious 8t PGMs",First Renewal,20160630,114.60,Metals,114.60
PL350/2008,Pangolin Gold (Pty) Ltd,Precious Stones,Second Renewal,20160630,125.00,,125.00
PL072/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,133.00,,133.00
PL043/2011,Geocontracts Botswana (Pty) Ltd,Precious Stones,First Renewl,20160630,134.50,,134.50
PL040/2011,Mupane Gold Mining (Pty) Ltd,"Base, Precious 8t PGMs",Renewal,20160630,153.60,Metals,153.60
PL162/2008,Triprop Holdings (Pty) Ltd,"Base, Precious 8t PGMs",First Renewal,20160630,181.90,Metals,181.90
PL063/2011,Pangolin Gold (Pty) Ltd,Precious Stones,First Renewal,20160630,201.00,,201.00
PL071/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,216.00,,216.00
PL102/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,237.00,,237.00
PL097/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,246.30,,246.30
PL086/2011,Triprop Holdings (Pty) Ltd,"Base, Precious Metals",Renewal,20160630,259.80,Metals,259.80
PL089/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,272.00,,272.00
PL070/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,277.40,,277.40
PL084/2011,Triprop Holdings (Pty) Ltd,"Base, Precious Metals",Renewal,20160630,353.70,Metals,353.70
PL099/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,362.00,,362.00
PL151/2009,Triprop Energy (Pty) Ltd,Coal & Coalbed Methane,First Renewal,20160630,364.74,Energy,364.74
PL075/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,399.00,,399.00
PL094/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,411.00,,411.00
PL588/2009,Gcwihaba Resources (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20160630,413.00,Metals,413.00
PL105/2009,Daheng Group Botswana (Pty) Ltd,Metals,Second Renewal,20160630,439.00,Metals,439.00
PL090/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,491.00,,491.00
,Pangolin Gold (Pty) Ltd,Precious Stones,First Renewal,20160630,493.00,,493.00
PL041/2011,Geocontracts Botswana (Pty) Ltd,Precious Stones,First Renewal,20160630,500.00,,500.00
PL039/2011,The Northern Lights Exploration Company (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20160630,501.00,Metals,501.00
PL082/2011,Triprop Holdings (Pty) Ltd,"Base, Precious 8t PGMs",Renewal,20160630,514.00,Metals,514.00
PL079/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,530.00,,530.00
PL082/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,537.00,,537.00
PL077/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,539.00,,539.00
PL086/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,578.00,,578.00
PL131/2013,BCL Limited,"Base, Precious & PGMs",Original,20160630,585.20,Metals,585.20
PL081/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,632.00,,632.00
PL132/2013,BCL Limited,"Base, Precious & PGMs",Original,20160630,656.40,Metals,656.40
PL085/2011,Triprop Holdings (Pty) Ltd,"Base, Precious Metals",Renewal,20160630,658.60,Metals,658.60
PL078/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,661.00,,661.00
PL133/2013,BCL Limited,"Base, Precious & PGMs",Original,20160630,661.40,Metals,661.40
PL276/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,667.00,,667.00
PL073/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,674.00,,674.00
PL100/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,684.00,,684.00
PL092/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,697.30,,697.30
PL134/2013,BCL Limited,"Base, Precious & PGMs",Original,20160630,698.00,Metals,698.00
PL080/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,747.00,,747.00
PL088/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,751.40,,751.40
PL084/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,768.00,,768.00
PL085/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,768.00,,768.00
PL091/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,771.00,,771.00
PL096/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,804.00,,804.00
PL083/2011,Triprop Holdings (Pty) Ltd,"Base, Precious & PGMs",Renewal,20160630,813.80,Metals,813.80
PL119/2005,Gcwihaba Resources (Pty) Ltd,"Base, Precious & PGMs",Extension,20160630,831.80,Metals,831.80
PL098/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,911.00,,911.00
PL064/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,917.20,,917.20
PL087/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,921.00,,921.00
PL128/2013,Senyetse Resources (Pty) Ltd,"Base, Precious Metals",Original,20160630,936.00,Metals,936.00
PL063/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,941.20,,941.20
PL129/2013,Senyetse Resources (Pty) Ltd,"Base, Precious Metals",Original,20160630,941.50,Metals,941.50
PL074/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,959.00,,959.00
PL126/2013,Senyetse Resources (Pty) Ltd,"Base, Precious Metals",Original,20160630,974.60,Metals,974.60
PL127/2013,Senyetse Resources (Pty) Ltd,"Base, Precious Metals",Original,20160630,975.80,Metals,975.80
PL135/2013,BCL Limited,"Base, Precious & PGMs",Original,20160630,998.30,Metals,998.30
PL065/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,"1,000.00",,"1,000.00"
PL066/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,"1,000.00",,"1,000.00"
PL095/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,"1,000.00",,"1,000.00"
PL101/2013,Manica Mineraks Limited,Precious Stones,Original,20160630,"1,000.00",,"1,000.00"
PL226/2007,Sekaka Diamonds (Pty) Ltd,Precious Stones,Second Renewal,20160331,20.00,,20.00
PL071/2011,Tati Nickel Mining Company (Pty) Ltd,"Base, Precious 8t PGMs",Original,20160331,71.40,Metals,71.40
PL118/2013,GLR Investments (Pty) Ltd,"Base, Precious & PGMs",Original,20160331,270.00,Metals,270.00
PL117/2013,GLR Investments (Pty) Ltd,"Base, Precious 8i PGMs",Original,20160331,317.00,Metals,317.00
PL044/2011,Geocontracts Botswana (Pty) Ltd,Precious Stones,First Renewal,20160331,386.60,,386.60
PL083/2007,Cam Bow Holdings (Pty) Ltd,"Base, precious & radioactive minerals",Second Renewal,20160331,503.60,Radioactive Minerals,503.60
PL224/2007,Sekaka Diamonds (Pty) Ltd,Precious Stones,Second Renewal,20160331,592.10,,"5,921,004.00"
PL104/2012,AQB Geologging Systems and Services (Pty) Ltd,"Base, Precious & PGMs",Original,20160331,821.00,Metals,821.00
PL211/2010,The Northern Lights Exploration Company (Pty) Ltd,"Base, Precious 8t PGMs",First Renewal,20160103,99.00,Metals,99.00
PL001/2013,Anglo Coal Botswana (Pty) Ltd,Coal,Original,20151231,67.10,Energy,67.10
PL002/2013,Anglo Coal Botswana (Pty) Ltd,CBM,Original,20151231,200.20,Energy,200.20
PL018/2013,MOD Resources Botswana (Pty) Ltd,"Base, Precious 8t PGMs",Original,20151231,638.90,Metals,638.90
PL017/2013,MOD Resources Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20151231,670.80,Metals,670.80
PL010/2013,Ocean Ridge (Pty) Ltd,"Base, Precious & PGMs",Original,20151231,672.30,Metals,672.30
PL016/2013,MOD Resources Botswana (Pty) Ltd,"Base, Precious 8t PGMs",Original,20151231,934.30,Metals,934.30
PL228/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,3.14,,3.14
PL208/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,3.20,,3.20
PL230/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,4.00,,4.00
PL229/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,6.49,,6.49
PL210/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,11.00,,11.00
PL227/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,11.00,,11.00
PL225/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,14.00,,14.00
PL218/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,16.00,,16.00
PL226/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,18.20,,18.20
